7.120508663796808191e-02,1.802681663380224786e-02,7.412813648346670836e-02,5.256205896778194035e-05
1.402205447795468185e-01,1.899563801523402318e-01,-1.251781570205045581e-02,-4.155782635957178963e-05
2.745289152081038520e-01,2.390817604260972173e-01,2.029143852465011694e-02,1.494825078251190358e-05
6.315240327861927350e-01,5.751535338185573831e-01,-3.703106534277301326e-02,-2.092075346772887901e-04
6.319541065674222358e-01,4.871955319945183716e-01,1.677803678415402677e-01,-1.385075380705491589e-03
9.412655840353580938e-01,8.487121197642901738e-01,2.279482747886542593e-01,-2.174192120743122670e-03
1.165204947206675667e+00,9.675010842983402526e-01,3.644713632903129330e-01,-2.762060461091762637e-03
1.182294279663660408e+00,1.231619834157556603e+00,6.031038144067627504e-01,-3.044564929269938814e-03
1.632380385864016015e+00,1.110975115012402314e+00,7.199905624553276651e-01,-3.236868215250245529e-03
1.817982836192841845e+00,1.460344353443748355e+00,8.243082107297018402e-01,-3.437912952978689884e-03
1.748994466940271497e+00,1.740590879484035014e+00,1.038912945145331168e+00,-3.545402279547457680e-03
2.007363121823231733e+00,1.920174587525229848e+00,1.224134151803662141e+00,-3.683238612141049358e-03
2.089554733313473633e+00,2.042480021114075672e+00,1.388832671587256984e+00,-3.788742916649706118e-03
2.424007828802165587e+00,2.227678966651583714e+00,1.538164362156660969e+00,-3.920540397209341943e-03
2.591196179442676772e+00,2.237548469382697025e+00,1.706028531265838977e+00,-4.135364381596953569e-03
2.662584131616557936e+00,2.424193298678252617e+00,1.841803741850514431e+00,-4.186497676460600170e-03
2.789493917964952718e+00,2.585543142644704417e+00,1.998450852783291154e+00,-4.351843080782545788e-03
2.969013939961514748e+00,2.759504621292208970e+00,2.095414777566093179e+00,-4.398605646114394502e-03
3.215538562652895394e+00,2.784814226970691475e+00,2.291067059943559414e+00,-4.430347939957697892e-03
3.242679713283265652e+00,3.106538239503902066e+00,2.456403258514782806e+00,-4.523375898515954834e-03
3.236598307853271184e+00,3.129125420115438150e+00,2.534001679045810196e+00,-4.605044734020429485e-03
3.583114124973059145e+00,3.437560802405621452e+00,2.708751956398284033e+00,-4.659260672589125157e-03
3.765288783532334982e+00,3.352646312840533049e+00,2.853463164407840313e+00,-4.725732521262972739e-03
3.772690045599620845e+00,3.549207503999694868e+00,2.890543556627590327e+00,-4.731428970033055813e-03
3.904623008634411363e+00,3.666763725778064309e+00,3.077880437476351094e+00,-4.880565120000216264e-03
3.944208137644300116e+00,3.810597375307726686e+00,3.196627490458971543e+00,-4.828056573580099924e-03
4.015573586061645273e+00,3.968290264063789596e+00,3.281438719601774245e+00,-4.882587094292202383e-03
4.074291054823703462e+00,4.050251093823048265e+00,3.384144212336869462e+00,-4.904480412382463371e-03
4.397114170140710598e+00,4.039295353334243721e+00,3.490429778859861276e+00,-4.951179551245666298e-03
4.488541594249650935e+00,4.233503319272857723e+00,3.537718183005610584e+00,-4.951535307215533359e-03
4.478717993655486396e+00,4.227433200338813535e+00,3.664571827552776551e+00,-5.008427023972403247e-03
4.606182621824166823e+00,4.473346524553459602e+00,3.738418325261428254e+00,-4.900950224316785037e-03
